Unnamed: 8,Unnamed: 9,reclamo_ano,reclamo_cantidad,reclamo_mes_nombre,reclamo_mes_nro,reclamo_origen,reclamo_prestadora,reclamo_sede_enargas,reclamo_tipo
,,2019,2,Junio,6,Personal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Trelew,I   - Facturacion y Gestion de Deudas
,,2019,2,Junio,6,Personal,GASNOR S.A.,Centro Regional Tucuman,II  - Inconvenientes con el suministro de gas
,,2019,5,Junio,6,Telefonico,GASNOR S.A.,Centro Regional Tucuman,II  - Inconvenientes con el suministro de gas
,,2019,1,Junio,6,Correo Postal,GASNOR S.A.,Centro Regional Tucuman,II  - Inconvenientes con el suministro de gas
,,2019,1,Junio,6,Telefonico,GASNOR S.A.,Centro Regional Tucuman,III - Gestion de Prestaciones
,,2019,1,Junio,6,Correo Postal,GASNOR S.A.,Centro Regional Tucuman,I   - Facturacion y Gestion de Deudas
,,2019,1,Junio,6,Personal,CAMUZZI GAS DEL SUR S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,1,Junio,6,Telefonico,CAMUZZI GAS PAMPEANA S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,1,Junio,6,Telefonico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,133,Junio,6,Telefonico,GAS NATURAL BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,1,Junio,6,Personal,GAS NATURAL BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,24,Junio,6,Medio electronico,GAS NATURAL BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,2,Junio,6,Personal,GAS NATURAL BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,1,Junio,6,Telefonico,GAS NATURAL BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,3,Junio,6,Correo Postal,GAS NATURAL BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,1,Junio,6,Medio electronico,GAS NATURAL BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,11,Junio,6,Medio electronico,GAS NATURAL BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,10,Junio,6,Telefonico,GAS NATURAL BAN S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,3,Junio,6,Personal,GAS NATURAL BAN S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,2,Junio,6,Medio electronico,GAS NATURAL BAN S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,3,Junio,6,Medio electronico,GAS NATURAL BAN S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,149,Junio,6,Telefonico,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,7,Junio,6,Personal,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,5,Junio,6,Medio electronico,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,33,Junio,6,Medio electronico,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,3,Junio,6,Correo Postal,METROGAS S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,2,Junio,6,Medio electronico,METROGAS S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,13,Junio,6,Medio electronico,METROGAS S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,7,Junio,6,Personal,METROGAS S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,9,Junio,6,Telefonico,METROGAS S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,6,Junio,6,Correo Postal,METROGAS S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,2,Junio,6,Medio electronico,METROGAS S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,15,Junio,6,Medio electronico,METROGAS S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,9,Junio,6,Personal,METROGAS S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,9,Junio,6,Telefonico,METROGAS S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Medio electronico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Bahia Blanca,II  - Inconvenientes con el suministro de gas
,,2019,3,Julio,7,Telefonico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Bahia Blanca,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Correo Postal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Bahia Blanca,I   - Facturacion y Gestion de Deudas
,,2019,2,Julio,7,Telefonico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Bahia Blanca,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Correo Postal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Personal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,II  - Inconvenientes con el suministro de gas
,,2019,2,Julio,7,Telefonico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Personal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,III - Gestion de Prestaciones
,,2019,1,Julio,7,Medio electronico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,III - Gestion de Prestaciones
,,2019,1,Julio,7,Personal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,I   - Facturacion y Gestion de Deudas
,,2019,5,Julio,7,Telefonico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,I   - Facturacion y Gestion de Deudas
,,2019,3,Julio,7,Medio electronico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Correo Postal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,I   - Facturacion y Gestion de Deudas
,,2019,31,Julio,7,Telefonico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2019,6,Julio,7,Medio electronico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2019,13,Julio,7,Personal,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2019,3,Julio,7,Telefonico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,III - Gestion de Prestaciones
,,2019,2,Julio,7,Medio electronico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,I   - Facturacion y Gestion de Deudas
,,2019,20,Julio,7,Medio electronico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,I   - Facturacion y Gestion de Deudas
,,2019,22,Julio,7,Personal,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,I   - Facturacion y Gestion de Deudas
,,2019,32,Julio,7,Telefonico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Correo Postal,GAS NEA S.A.,Centro Regional Concordia,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Medio electronico,GAS NEA S.A.,Centro Regional Concordia,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Telefonico,GAS NEA S.A.,Centro Regional Concordia,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Personal,GAS NEA S.A.,Centro Regional Concordia,III - Gestion de Prestaciones
,,2019,1,Julio,7,Medio electronico,GAS NEA S.A.,Centro Regional Concordia,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Telefonico,GAS NEA S.A.,Centro Regional Concordia,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Medio electronico,REDENGAS S.A.,Centro Regional Concordia,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Telefonico,REDENGAS S.A.,Centro Regional Concordia,I   - Facturacion y Gestion de Deudas
,,2019,2,Julio,7,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,II  - Inconvenientes con el suministro de gas
,,2019,18,Julio,7,Telefonico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,II  - Inconvenientes con el suministro de gas
,,2019,2,Julio,7,Medio electronico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,II  - Inconvenientes con el suministro de gas
,,2019,6,Julio,7,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,III - Gestion de Prestaciones
,,2019,2,Julio,7,Telefonico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,III - Gestion de Prestaciones
,,2019,3,Julio,7,Correo Postal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,I   - Facturacion y Gestion de Deudas
,,2019,8,Julio,7,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,I   - Facturacion y Gestion de Deudas
,,2019,7,Julio,7,Telefonico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,I   - Facturacion y Gestion de Deudas
,,2019,4,Julio,7,Medio electronico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Telefonico,ENERGIA SAN LUIS GAS,Centro Regional Cuyo,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Personal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,II  - Inconvenientes con el suministro de gas
,,2019,3,Julio,7,Medio electronico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,II  - Inconvenientes con el suministro de gas
,,2019,8,Julio,7,Telefonico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Medio electronico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,III - Gestion de Prestaciones
,,2019,3,Julio,7,Telefonico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,III - Gestion de Prestaciones
,,2019,1,Julio,7,Medio electronico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,I   - Facturacion y Gestion de Deudas
,,2019,12,Julio,7,Medio electronico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,I   - Facturacion y Gestion de Deudas
,,2019,6,Julio,7,Telefonico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,I   - Facturacion y Gestion de Deudas
,,2019,6,Julio,7,Personal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional La Plata,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Medio electronico,GRUPO SERVICIO JUNIN S.A.,Centro Regional La Plata,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Telefonico,METROGAS S.A.,Centro Regional La Plata,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Personal,METROGAS S.A.,Centro Regional La Plata,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Personal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Telefonico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Medio electronico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,II  - Inconvenientes con el suministro de gas
,,2019,3,Julio,7,Medio electronico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,I   - Facturacion y Gestion de Deudas
,,2019,3,Julio,7,Personal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Telefonico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Mar Del Plata,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Telefonico,COMPANIA DE GAS DE LA COSTA S.A.,Centro Regional Mar Del Plata,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Telefonico,GASNOR S.A.,Centro Regional Noroeste,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Medio electronico,GASNOR S.A.,Centro Regional Noroeste,III - Gestion de Prestaciones
,,2019,1,Julio,7,Personal,GASNOR S.A.,Centro Regional Noroeste,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Medio electronico,GASNOR S.A.,Centro Regional Noroeste,I   - Facturacion y Gestion de Deudas
,,2019,2,Julio,7,Personal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Rio Gallegos,II  - Inconvenientes con el suministro de gas
,,2019,2,Julio,7,Telefonico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Rio Gallegos,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Personal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Rio Gallegos,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Telefonico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Rio Gallegos,I   - Facturacion y Gestion de Deudas
,,2019,9,Julio,7,Telefonico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Rio Grande,II  - Inconvenientes con el suministro de gas
,,2019,14,Julio,7,Personal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Rio Grande,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Personal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Rio Grande,III - Gestion de Prestaciones
,,2019,3,Julio,7,Telefonico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Rio Grande,I   - Facturacion y Gestion de Deudas
,,2019,3,Julio,7,Personal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Rio Grande,I   - Facturacion y Gestion de Deudas
,,2019,2,Julio,7,Medio electronico,DISTRIGAS S.A.,Centro Regional Rio Grande,III - Gestion de Prestaciones
,,2019,4,Julio,7,Personal,LITORAL GAS S.A.,Centro Regional Rosario,II  - Inconvenientes con el suministro de gas
,,2019,7,Julio,7,Telefonico,LITORAL GAS S.A.,Centro Regional Rosario,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Medio electronico,LITORAL GAS S.A.,Centro Regional Rosario,II  - Inconvenientes con el suministro de gas
,,2019,3,Julio,7,Medio electronico,LITORAL GAS S.A.,Centro Regional Rosario,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Medio electronico,LITORAL GAS S.A.,Centro Regional Rosario,III - Gestion de Prestaciones
,,2019,2,Julio,7,Telefonico,LITORAL GAS S.A.,Centro Regional Rosario,I   - Facturacion y Gestion de Deudas
,,2019,3,Julio,7,Personal,LITORAL GAS S.A.,Centro Regional Rosario,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Medio electronico,LITORAL GAS S.A.,Centro Regional Rosario,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Medio electronico,LITORAL GAS S.A.,Centro Regional Rosario,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional San Juan,II  - Inconvenientes con el suministro de gas
,,2019,3,Julio,7,Telefonico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional San Juan,II  - Inconvenientes con el suministro de gas
,,2019,3,Julio,7,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional San Juan,I   - Facturacion y Gestion de Deudas
,,2019,2,Julio,7,Medio electronico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional San Juan,I   - Facturacion y Gestion de Deudas
,,2019,4,Julio,7,Telefonico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Santa Rosa,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Medio electronico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Santa Rosa,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Telefonico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Santa Rosa,III - Gestion de Prestaciones
,,2019,1,Julio,7,Personal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Santa Rosa,III - Gestion de Prestaciones
,,2019,1,Julio,7,Telefonico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Santa Rosa,I   - Facturacion y Gestion de Deudas
,,2019,2,Julio,7,Medio electronico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Sur,II  - Inconvenientes con el suministro de gas
,,2019,3,Julio,7,Telefonico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Sur,II  - Inconvenientes con el suministro de gas
,,2019,2,Julio,7,Personal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Sur,II  - Inconvenientes con el suministro de gas
,,2019,3,Julio,7,Telefonico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Sur,III - Gestion de Prestaciones
,,2019,1,Julio,7,Medio electronico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Trelew,II  - Inconvenientes con el suministro de gas
,,2019,2,Julio,7,Telefonico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Trelew,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Telefonico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Trelew,III - Gestion de Prestaciones
,,2019,1,Julio,7,Medio electronico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Trelew,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Telefonico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Trelew,I   - Facturacion y Gestion de Deudas
,,2019,6,Julio,7,Telefonico,GASNOR S.A.,Centro Regional Tucuman,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Telefonico,GASNOR S.A.,Centro Regional Tucuman,II  - Inconvenientes con el suministro de gas
,,2019,8,Julio,7,Correo Postal,GASNOR S.A.,Centro Regional Tucuman,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Telefonico,GASNOR S.A.,Centro Regional Tucuman,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Telefonico,BAGSA,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Personal,BAGSA,Sede Central,III - Gestion de Prestaciones
,,2019,1,Julio,7,Correo Postal,CAMUZZI GAS PAMPEANA S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Telefonico,COOPERATIVA DE OBRAS Y SERVICIOS PUBLICOS VIV. Y CRED. TRES LIMITES LIMITADA,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Personal,COOPERATIVA DE OBRAS Y SERVICIOS PUBLICOS VIV. Y CRED. TRES LIMITES LIMITADA,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,3,Julio,7,Personal,GAS NATURAL BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,81,Julio,7,Telefonico,GAS NATURAL BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,7,Julio,7,Medio electronico,GAS NATURAL BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Telefonico,GAS NATURAL BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Medio electronico,GAS NATURAL BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Correo Postal,GAS NATURAL BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,3,Julio,7,Telefonico,GAS NATURAL BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,5,Julio,7,Medio electronico,GAS NATURAL BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,1,Julio,7,Medio electronico,GAS NATURAL BAN S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,2,Julio,7,Personal,GAS NATURAL BAN S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,4,Julio,7,Telefonico,GAS NATURAL BAN S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Medio electronico,GAS NATURAL BAN S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,14,Julio,7,Personal,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,281,Julio,7,Telefonico,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,74,Julio,7,Medio electronico,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,1,Julio,7,Correo Postal,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,4,Julio,7,Medio electronico,METROGAS S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,3,Julio,7,Medio electronico,METROGAS S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,19,Julio,7,Telefonico,METROGAS S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,6,Julio,7,Personal,METROGAS S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,5,Julio,7,Correo Postal,METROGAS S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,14,Julio,7,Medio electronico,METROGAS S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,1,Julio,7,Medio electronico,METROGAS S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,12,Julio,7,Medio electronico,METROGAS S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,12,Julio,7,Personal,METROGAS S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,37,Julio,7,Telefonico,METROGAS S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,4,Julio,7,Correo Postal,METROGAS S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Personal,NATURGY BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,128,Julio,7,Telefonico,NATURGY BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,7,Julio,7,Medio electronico,NATURGY BAN S.A.,Sede Central,II  - Inconvenientes con el suministro de gas
,,2019,2,Julio,7,Medio electronico,NATURGY BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,7,Julio,7,Telefonico,NATURGY BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,1,Julio,7,Correo Postal,NATURGY BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,7,Julio,7,Medio electronico,NATURGY BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,1,Julio,7,Personal,NATURGY BAN S.A.,Sede Central,III - Gestion de Prestaciones
,,2019,14,Julio,7,Telefonico,NATURGY BAN S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,3,Julio,7,Personal,NATURGY BAN S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,4,Julio,7,Medio electronico,NATURGY BAN S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,1,Julio,7,Correo Postal,NATURGY BAN S.A.,Sede Central,I   - Facturacion y Gestion de Deudas
,,2019,5,Agosto,8,Telefonico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Bahia Blanca,II  - Inconvenientes con el suministro de gas
,,2019,1,Agosto,8,Personal,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Bahia Blanca,I   - Facturacion y Gestion de Deudas
,,2019,3,Agosto,8,Telefonico,CAMUZZI GAS PAMPEANA S.A.,Centro Regional Bahia Blanca,I   - Facturacion y Gestion de Deudas
,,2019,4,Agosto,8,Telefonico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,II  - Inconvenientes con el suministro de gas
,,2019,1,Agosto,8,Medio electronico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,II  - Inconvenientes con el suministro de gas
,,2019,2,Agosto,8,Personal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,III - Gestion de Prestaciones
,,2019,3,Agosto,8,Personal,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,I   - Facturacion y Gestion de Deudas
,,2019,1,Agosto,8,Medio electronico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,I   - Facturacion y Gestion de Deudas
,,2019,7,Agosto,8,Telefonico,CAMUZZI GAS DEL SUR S.A.,Centro Regional Bariloche,I   - Facturacion y Gestion de Deudas
,,2019,1,Agosto,8,Telefonico,CARLOS PAZ GAS S.A.,Centro Regional Centro,I   - Facturacion y Gestion de Deudas
,,2019,1,Agosto,8,Medio electronico,CARLOS PAZ GAS S.A.,Centro Regional Centro,I   - Facturacion y Gestion de Deudas
,,2019,7,Agosto,8,Personal,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2019,23,Agosto,8,Telefonico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2019,7,Agosto,8,Medio electronico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2019,1,Agosto,8,Correo Postal,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,II  - Inconvenientes con el suministro de gas
,,2019,4,Agosto,8,Telefonico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,III - Gestion de Prestaciones
,,2019,1,Agosto,8,Personal,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,III - Gestion de Prestaciones
,,2019,18,Agosto,8,Medio electronico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,I   - Facturacion y Gestion de Deudas
,,2019,1,Agosto,8,Medio electronico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,I   - Facturacion y Gestion de Deudas
,,2019,34,Agosto,8,Personal,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,I   - Facturacion y Gestion de Deudas
,,2019,30,Agosto,8,Telefonico,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,Centro Regional Centro,I   - Facturacion y Gestion de Deudas
,,2019,2,Agosto,8,Personal,GAS NEA S.A.,Centro Regional Concordia,I   - Facturacion y Gestion de Deudas
,,2019,1,Agosto,8,Correo Postal,GAS NEA S.A.,Centro Regional Concordia,I   - Facturacion y Gestion de Deudas
,,2019,2,Agosto,8,Medio electronico,GAS NEA S.A.,Centro Regional Concordia,I   - Facturacion y Gestion de Deudas
,,2019,1,Agosto,8,Medio electronico,REDENGAS S.A.,Centro Regional Concordia,III - Gestion de Prestaciones
,,2019,3,Agosto,8,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,II  - Inconvenientes con el suministro de gas
,,2019,19,Agosto,8,Telefonico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,II  - Inconvenientes con el suministro de gas
,,2019,2,Agosto,8,Medio electronico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,II  - Inconvenientes con el suministro de gas
,,2019,6,Agosto,8,Telefonico,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,III - Gestion de Prestaciones
,,2019,6,Agosto,8,Personal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,III - Gestion de Prestaciones
,,2019,1,Agosto,8,Correo Postal,DISTRIBUIDORA DE GAS CUYANA S.A.,Centro Regional Cuyo,I   - Facturacion y Gestion de Deudas
