reclamo_ano,reclamo_mes_nro,reclamo_mes_nombre,reclamo_sede_enargas,reclamo_prestadora,reclamo_tipo,reclamo_origen,reclamo_cantidad
2019,3,Marzo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,5
2019,3,Marzo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,III - Gestion de Prestaciones,Medio electronico,1
2019,3,Marzo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,8
2019,3,Marzo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,6
2019,3,Marzo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,6
2019,3,Marzo,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2019,3,Marzo,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,3,Marzo,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2019,3,Marzo,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,III - Gestion de Prestaciones,Correo Postal,1
2019,3,Marzo,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,III - Gestion de Prestaciones,Correo Postal,1
2019,3,Marzo,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,3,Marzo,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,3,Marzo,Centro Regional Mar Del Plata,COMPANIA DE GAS DE LA COSTA S.A.,III - Gestion de Prestaciones,Correo Postal,1
2019,3,Marzo,Centro Regional Noroeste,GASNOR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,3,Marzo,Centro Regional Rio Gallegos,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,3,Marzo,Centro Regional Rio Gallegos,CAMUZZI GAS DEL SUR S.A.,III - Gestion de Prestaciones,Medio electronico,1
2019,3,Marzo,Centro Regional Rio Gallegos,CAMUZZI GAS DEL SUR S.A.,III - Gestion de Prestaciones,Personal,1
2019,3,Marzo,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Personal,3
2019,3,Marzo,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,3
2019,3,Marzo,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,III - Gestion de Prestaciones,Personal,2
2019,3,Marzo,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,1
2019,3,Marzo,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Personal,2
2019,3,Marzo,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2019,3,Marzo,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,4
2019,3,Marzo,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,3,Marzo,Centro Regional Rosario,LITORAL GAS S.A.,III - Gestion de Prestaciones,Personal,1
2019,3,Marzo,Centro Regional Rosario,LITORAL GAS S.A.,III - Gestion de Prestaciones,Telefonico,1
2019,3,Marzo,Centro Regional Rosario,LITORAL GAS S.A.,I   - Facturacion y Gestion de Deudas,Personal,4
2019,3,Marzo,Centro Regional Rosario,LITORAL GAS S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,3,Marzo,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,3,Marzo,Centro Regional Santa Rosa,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,4
2019,3,Marzo,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,3
2019,3,Marzo,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,3,Marzo,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,III - Gestion de Prestaciones,Telefonico,2
2019,3,Marzo,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,III - Gestion de Prestaciones,Personal,4
2019,3,Marzo,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,3,Marzo,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,1
2019,3,Marzo,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,1
2019,3,Marzo,Centro Regional Trelew,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,3,Marzo,Centro Regional Tucuman,GASNOR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,4
2019,3,Marzo,Centro Regional Tucuman,GASNOR S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2019,3,Marzo,Centro Regional Tucuman,GASNOR S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,3,Marzo,Centro Regional Tucuman,GASNOR S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,3
2019,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2019,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Personal,3
2019,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,86
2019,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,24
2019,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,III - Gestion de Prestaciones,Medio electronico,21
2019,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,III - Gestion de Prestaciones,Correo Postal,1
2019,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,III - Gestion de Prestaciones,Telefonico,6
2019,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,III - Gestion de Prestaciones,Personal,2
2019,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,7
2019,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,I   - Facturacion y Gestion de Deudas,Personal,5
2019,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,2
2019,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,16
2019,3,Marzo,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,115
2019,3,Marzo,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Personal,19
2019,3,Marzo,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,76
2019,3,Marzo,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,2
2019,3,Marzo,Sede Central,METROGAS S.A.,III - Gestion de Prestaciones,Correo Postal,11
2019,3,Marzo,Sede Central,METROGAS S.A.,III - Gestion de Prestaciones,Medio electronico,22
2019,3,Marzo,Sede Central,METROGAS S.A.,III - Gestion de Prestaciones,Telefonico,13
2019,3,Marzo,Sede Central,METROGAS S.A.,III - Gestion de Prestaciones,Personal,14
2019,3,Marzo,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,4
2019,3,Marzo,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,26
2019,3,Marzo,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Personal,18
2019,3,Marzo,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,14
2019,4,Abril,Centro Regional Bahia Blanca,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,4,Abril,Centro Regional Bahia Blanca,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,4,Abril,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,4,Abril,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,4,Abril,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Personal,9
2019,4,Abril,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,III - Gestion de Prestaciones,Telefonico,1
2019,4,Abril,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,III - Gestion de Prestaciones,Personal,1
2019,4,Abril,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,24
2019,4,Abril,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,11
2019,4,Abril,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturacion y Gestion de Deudas,Personal,19
2019,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,3
2019,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestion de Prestaciones,Medio electronico,1
2019,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestion de Prestaciones,Personal,3
2019,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestion de Prestaciones,Correo Postal,2
2019,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,4
2019,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,3
2019,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,4
2019,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,3
2019,4,Abril,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,5
2019,4,Abril,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,6
2019,4,Abril,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,III - Gestion de Prestaciones,Medio electronico,3
2019,4,Abril,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,8
2019,4,Abril,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,7
2019,4,Abril,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,9
2019,4,Abril,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2019,4,Abril,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2019,4,Abril,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,2
2019,4,Abril,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2019,4,Abril,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,4,Abril,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,2
2019,4,Abril,Centro Regional Mar Del Plata,COMPANIA DE GAS DE LA COSTA S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2019,4,Abril,Centro Regional Mar Del Plata,PROAGAS S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,4,Abril,Centro Regional Mar Del Plata,PROAGAS S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,4,Abril,Centro Regional Rio Gallegos,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,2
2019,4,Abril,Centro Regional Rio Gallegos,DISTRIGAS S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,4,Abril,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,2
2019,4,Abril,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Personal,2
2019,4,Abril,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,2
2019,4,Abril,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Personal,6
2019,4,Abril,Centro Regional Rosario,LITORAL GAS S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,4,Abril,Centro Regional Rosario,SBD COOPERATIVA SETUBAL LTDA.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2019,4,Abril,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,4,Abril,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,3
2019,4,Abril,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,4,Abril,Centro Regional San Juan,SBD MULET CONSTRUCCIONES ELECTROMECANICAS S.R.L.,I   - Facturacion y Gestion de Deudas,Correo Postal,1
2019,4,Abril,Centro Regional Santa Rosa,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,4,Abril,Centro Regional Santa Rosa,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2019,4,Abril,Centro Regional Santa Rosa,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,4,Abril,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,4,Abril,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,4,Abril,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2019,4,Abril,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,III - Gestion de Prestaciones,Medio electronico,1
2019,4,Abril,Centro Regional Tucuman,GASNOR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,5
2019,4,Abril,Centro Regional Tucuman,GASNOR S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,3
2019,4,Abril,Centro Regional Tucuman,GASNOR S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,1
2019,4,Abril,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,14
2019,4,Abril,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,82
2019,4,Abril,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Personal,3
2019,4,Abril,Sede Central,GAS NATURAL BAN S.A.,III - Gestion de Prestaciones,Medio electronico,14
2019,4,Abril,Sede Central,GAS NATURAL BAN S.A.,III - Gestion de Prestaciones,Telefonico,4
2019,4,Abril,Sede Central,GAS NATURAL BAN S.A.,III - Gestion de Prestaciones,Correo Postal,1
2019,4,Abril,Sede Central,GAS NATURAL BAN S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,7
2019,4,Abril,Sede Central,GAS NATURAL BAN S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,1
2019,4,Abril,Sede Central,GAS NATURAL BAN S.A.,I   - Facturacion y Gestion de Deudas,Personal,4
2019,4,Abril,Sede Central,GAS NATURAL BAN S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,9
2019,4,Abril,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Personal,8
2019,4,Abril,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,91
2019,4,Abril,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,52
2019,4,Abril,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,2
2019,4,Abril,Sede Central,METROGAS S.A.,III - Gestion de Prestaciones,Telefonico,6
2019,4,Abril,Sede Central,METROGAS S.A.,III - Gestion de Prestaciones,Personal,17
2019,4,Abril,Sede Central,METROGAS S.A.,III - Gestion de Prestaciones,Correo Postal,5
2019,4,Abril,Sede Central,METROGAS S.A.,III - Gestion de Prestaciones,Medio electronico,24
2019,4,Abril,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Personal,19
2019,4,Abril,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,9
2019,4,Abril,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,4
2019,4,Abril,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,20
2019,5,Mayo,Centro Regional Bahia Blanca,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2019,5,Mayo,Centro Regional Bahia Blanca,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,5,Mayo,Centro Regional Bahia Blanca,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,5,Mayo,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2019,5,Mayo,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,5,Mayo,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,III - Gestion de Prestaciones,Personal,1
2019,5,Mayo,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Personal,4
2019,5,Mayo,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,2
2019,5,Mayo,Centro Regional Centro,CARLOS PAZ GAS S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,5,Mayo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Personal,11
2019,5,Mayo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,11
2019,5,Mayo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,5
2019,5,Mayo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,III - Gestion de Prestaciones,Telefonico,1
2019,5,Mayo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,III - Gestion de Prestaciones,Personal,1
2019,5,Mayo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,14
2019,5,Mayo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,2
2019,5,Mayo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturacion y Gestion de Deudas,Personal,33
2019,5,Mayo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,25
2019,5,Mayo,Centro Regional Concordia,GAS NEA S.A.,III - Gestion de Prestaciones,Personal,1
2019,5,Mayo,Centro Regional Concordia,GAS NEA S.A.,III - Gestion de Prestaciones,Telefonico,1
2019,5,Mayo,Centro Regional Concordia,GAS NEA S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,1
2019,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,3
2019,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,3
2019,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,25
2019,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2019,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestion de Prestaciones,Personal,5
2019,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestion de Prestaciones,Correo Postal,1
2019,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,4
2019,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,6
2019,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,1
2019,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,4
2019,5,Mayo,Centro Regional La Plata,BAGSA,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2019,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,6
2019,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,18
2019,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2019,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,III - Gestion de Prestaciones,Personal,2
2019,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,III - Gestion de Prestaciones,Medio electronico,1
2019,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,9
2019,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,10
2019,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,12
2019,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,2
2019,5,Mayo,Centro Regional La Plata,GRUPO SERVICIO JUNIN S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,5,Mayo,Centro Regional La Plata,SBD COOPERATIVA ELECTRICA Y DE SERVICIOS MARIANO MORENO LIMITADA,I   - Facturacion y Gestion de Deudas,Telefonico,1
2019,5,Mayo,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,2
2019,5,Mayo,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,5,Mayo,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,5,Mayo,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,2
2019,5,Mayo,Centro Regional Mar Del Plata,COMPANIA DE GAS DE LA COSTA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,5,Mayo,Centro Regional Mar Del Plata,COMPANIA DE GAS DE LA COSTA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,5,Mayo,Centro Regional Noroeste,GASNOR S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,5,Mayo,Centro Regional Noroeste,GASNOR S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,5,Mayo,Centro Regional Rio Gallegos,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2019,5,Mayo,Centro Regional Rio Gallegos,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,6
2019,5,Mayo,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,5,Mayo,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2019,5,Mayo,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,5,Mayo,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,1
2019,5,Mayo,Centro Regional Rosario,COOP. DE PROVISION DE AGUA POT., GAS NATURAL, OBRAS Y SERV. PUB. Y ASIST. DE RECREO LTDA.,III - Gestion de Prestaciones,Medio electronico,1
2019,5,Mayo,Centro Regional Rosario,COOP. OBRAS Y SERV. PUB.Y ASISTENCIALES DE VIVIENDA DE CARCARANA LTDA,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,5,Mayo,Centro Regional Rosario,ESPERANZA SERVICIOS S.A.P.E.M.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,5,Mayo,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,4
2019,5,Mayo,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,2
2019,5,Mayo,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Personal,2
