reclamo_año,reclamo_mes_nro,reclamo_mes_nombre,reclamo_sede_enargas,reclamo_prestadora,reclamo_tipo,reclamo_origen,reclamo_cantidad
2018,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,3
2018,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Personal,2
2018,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,140
2018,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,55
2018,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,III - Gestión de Prestaciones,Telefónico,5
2018,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,III - Gestión de Prestaciones,Personal,1
2018,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,III - Gestión de Prestaciones,Medio electrónico,22
2018,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,III - Gestión de Prestaciones,Correo Postal,1
2018,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,I   - Facturación y Gestión de Deudas,Personal,1
2018,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,I   - Facturación y Gestión de Deudas,Telefónico,17
2018,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,12
2018,3,Marzo,Sede Central,GAS NATURAL BAN S.A.,I   - Facturación y Gestión de Deudas,Correo Postal,3
2018,3,Marzo,Sede Central,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2018,3,Marzo,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,118
2018,3,Marzo,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Personal,13
2018,3,Marzo,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2018,3,Marzo,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,7
2018,3,Marzo,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,61
2018,3,Marzo,Sede Central,METROGAS S.A.,III - Gestión de Prestaciones,Medio electrónico,30
2018,3,Marzo,Sede Central,METROGAS S.A.,III - Gestión de Prestaciones,Correo Postal,6
2018,3,Marzo,Sede Central,METROGAS S.A.,III - Gestión de Prestaciones,Personal,4
2018,3,Marzo,Sede Central,METROGAS S.A.,III - Gestión de Prestaciones,Telefónico,2
2018,3,Marzo,Sede Central,METROGAS S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,19
2018,3,Marzo,Sede Central,METROGAS S.A.,I   - Facturación y Gestión de Deudas,Correo Postal,11
2018,3,Marzo,Sede Central,METROGAS S.A.,I   - Facturación y Gestión de Deudas,Telefónico,14
2018,3,Marzo,Sede Central,METROGAS S.A.,I   - Facturación y Gestión de Deudas,Personal,7
2018,4,Abril,Centro Regional Bahía Blanca,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2018,4,Abril,Centro Regional Bahía Blanca,COSPIV DE SALLIQUELÓ (BS.AS.),I   - Facturación y Gestión de Deudas,Medio electrónico,1
2018,4,Abril,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,III - Gestión de Prestaciones,Telefónico,1
2018,4,Abril,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,I   - Facturación y Gestión de Deudas,Telefónico,2
2018,4,Abril,Centro Regional Centro,COOPERATIVA DE PROVISIÓN DE OBRAS,S. PÚBLICOS Y SOCIALES DE CRUZ ALTA LTDA,I   - Facturación y Gestión de Deudas,Medio electrónico,1
2018,4,Abril,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,8
2018,4,Abril,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,4
2018,4,Abril,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Personal,7
2018,4,Abril,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,1
2018,4,Abril,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturación y Gestión de Deudas,Personal,4
2018,4,Abril,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturación y Gestión de Deudas,Telefónico,2
2018,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,1
2018,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,5
2018,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,2
2018,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,2
2018,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestión de Prestaciones,Telefónico,2
2018,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestión de Prestaciones,Medio electrónico,2
2018,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestión de Prestaciones,Personal,2
2018,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestión de Prestaciones,Correo Postal,1
2018,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestión de Prestaciones,Telefónico,1
2018,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturación y Gestión de Deudas,Telefónico,4
2018,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,2
2018,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturación y Gestión de Deudas,Personal,2
2018,4,Abril,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturación y Gestión de Deudas,Correo Postal,3
2018,4,Abril,Centro Regional Cuyo,SBD GAS DEL SUR S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,1
2018,4,Abril,Centro Regional La Plata,BAGSA,I   - Facturación y Gestión de Deudas,Medio electrónico,3
2018,4,Abril,Centro Regional La Plata,BAGSA,I   - Facturación y Gestión de Deudas,Telefónico,1
2018,4,Abril,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2018,4,Abril,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,12
2018,4,Abril,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,2
2018,4,Abril,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,III - Gestión de Prestaciones,Telefónico,2
2018,4,Abril,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,9
2018,4,Abril,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturación y Gestión de Deudas,Telefónico,7
2018,4,Abril,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturación y Gestión de Deudas,Personal,5
2018,4,Abril,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,1
2018,4,Abril,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2018,4,Abril,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,1
2018,4,Abril,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,III - Gestión de Prestaciones,Personal,1
2018,4,Abril,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturación y Gestión de Deudas,Personal,1
2018,4,Abril,Centro Regional Mar Del Plata,COMPAÑÍA DE GAS DE LA COSTA S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,1
2018,4,Abril,Centro Regional Noroeste,GASNOR S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2018,4,Abril,Centro Regional Noroeste,GASNOR S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,1
2018,4,Abril,Centro Regional Noroeste,GASNOR S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,2
2018,4,Abril,Centro Regional Río Gallegos,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2018,4,Abril,Centro Regional Río Grande,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,1
2018,4,Abril,Centro Regional Río Grande,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Personal,2
2018,4,Abril,Centro Regional Río Grande,CAMUZZI GAS DEL SUR S.A.,I   - Facturación y Gestión de Deudas,Personal,1
2018,4,Abril,Centro Regional Rosario,COOP. OBRAS Y SERV. PÚB.Y ASISTENCIALES DE VIVIENDA DE CARCARAÑÁ LTDA,I   - Facturación y Gestión de Deudas,Correo Postal,1
2018,4,Abril,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2018,4,Abril,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,2
2018,4,Abril,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,1
2018,4,Abril,Centro Regional Rosario,LITORAL GAS S.A.,III - Gestión de Prestaciones,Telefónico,2
2018,4,Abril,Centro Regional Rosario,LITORAL GAS S.A.,I   - Facturación y Gestión de Deudas,Personal,1
2018,4,Abril,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,1
2018,4,Abril,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestión de Prestaciones,Medio electrónico,1
2018,4,Abril,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,1
2018,4,Abril,Centro Regional Santa Rosa,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,1
2018,4,Abril,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,III - Gestión de Prestaciones,Telefónico,2
2018,4,Abril,Centro Regional Sur,HIDENESA,II  - Inconvenientes con el suministro de gas,Telefónico,1
2018,4,Abril,Centro Regional Trelew,CAMUZZI GAS DEL SUR S.A.,I   - Facturación y Gestión de Deudas,Personal,2
2018,4,Abril,Centro Regional Trelew,CAMUZZI GAS DEL SUR S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,1
2018,4,Abril,Centro Regional Tucumán,GASNOR S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2018,4,Abril,Centro Regional Tucumán,GASNOR S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,8
2018,4,Abril,Centro Regional Tucumán,GASNOR S.A.,I   - Facturación y Gestión de Deudas,Telefónico,3
2018,4,Abril,Centro Regional Tucumán,GASNOR S.A.,I   - Facturación y Gestión de Deudas,Correo Postal,1
2018,4,Abril,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,94
2018,4,Abril,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Personal,3
2018,4,Abril,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,32
2018,4,Abril,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2018,4,Abril,Sede Central,GAS NATURAL BAN S.A.,III - Gestión de Prestaciones,Correo Postal,1
2018,4,Abril,Sede Central,GAS NATURAL BAN S.A.,III - Gestión de Prestaciones,Medio electrónico,18
2018,4,Abril,Sede Central,GAS NATURAL BAN S.A.,III - Gestión de Prestaciones,Personal,1
2018,4,Abril,Sede Central,GAS NATURAL BAN S.A.,III - Gestión de Prestaciones,Telefónico,3
2018,4,Abril,Sede Central,GAS NATURAL BAN S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,7
2018,4,Abril,Sede Central,GAS NATURAL BAN S.A.,I   - Facturación y Gestión de Deudas,Correo Postal,2
2018,4,Abril,Sede Central,GAS NATURAL BAN S.A.,I   - Facturación y Gestión de Deudas,Telefónico,8
2018,4,Abril,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,109
2018,4,Abril,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Personal,13
2018,4,Abril,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,3
2018,4,Abril,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,76
2018,4,Abril,Sede Central,METROGAS S.A.,III - Gestión de Prestaciones,Correo Postal,7
2018,4,Abril,Sede Central,METROGAS S.A.,III - Gestión de Prestaciones,Medio electrónico,27
2018,4,Abril,Sede Central,METROGAS S.A.,III - Gestión de Prestaciones,Personal,6
2018,4,Abril,Sede Central,METROGAS S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,19
2018,4,Abril,Sede Central,METROGAS S.A.,I   - Facturación y Gestión de Deudas,Correo Postal,5
2018,4,Abril,Sede Central,METROGAS S.A.,I   - Facturación y Gestión de Deudas,Telefónico,16
2018,4,Abril,Sede Central,METROGAS S.A.,I   - Facturación y Gestión de Deudas,Personal,9
2018,5,Mayo,Centro Regional Bahía Blanca,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,2
2018,5,Mayo,Centro Regional Bahía Blanca,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2018,5,Mayo,Centro Regional Bahía Blanca,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,1
2018,5,Mayo,Centro Regional Bahía Blanca,CAMUZZI GAS PAMPEANA S.A.,I   - Facturación y Gestión de Deudas,Correo Postal,1
2018,5,Mayo,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,1
2018,5,Mayo,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,1
2018,5,Mayo,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,I   - Facturación y Gestión de Deudas,Telefónico,1
2018,5,Mayo,Centro Regional Bariloche,COOPETEL LTDA.,I   - Facturación y Gestión de Deudas,Telefónico,1
2018,5,Mayo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2018,5,Mayo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,1
2018,5,Mayo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,2
2018,5,Mayo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,III - Gestión de Prestaciones,Telefónico,1
2018,5,Mayo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,5
2018,5,Mayo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturación y Gestión de Deudas,Telefónico,4
2018,5,Mayo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturación y Gestión de Deudas,Personal,4
2018,5,Mayo,Centro Regional Centro,ISLA VERDE GAS SA,I   - Facturación y Gestión de Deudas,Medio electrónico,1
2018,5,Mayo,Centro Regional Concordia,GAS NEA S.A.,III - Gestión de Prestaciones,Personal,1
2018,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,3
2018,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,11
2018,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,3
2018,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestión de Prestaciones,Telefónico,29
2018,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestión de Prestaciones,Medio electrónico,4
2018,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestión de Prestaciones,Personal,2
2018,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestión de Prestaciones,Telefónico,3
2018,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturación y Gestión de Deudas,Personal,5
2018,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturación y Gestión de Deudas,Telefónico,27
2018,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,12
2018,5,Mayo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturación y Gestión de Deudas,Telefónico,1
2018,5,Mayo,Centro Regional La Plata,BAGSA,III - Gestión de Prestaciones,Medio electrónico,1
2018,5,Mayo,Centro Regional La Plata,BAGSA,I   - Facturación y Gestión de Deudas,Personal,1
2018,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,11
2018,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,22
2018,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,4
2018,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,III - Gestión de Prestaciones,Personal,1
2018,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,III - Gestión de Prestaciones,Medio electrónico,4
2018,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturación y Gestión de Deudas,Personal,4
2018,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturación y Gestión de Deudas,Telefónico,15
2018,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,7
2018,5,Mayo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturación y Gestión de Deudas,Correo Postal,1
2018,5,Mayo,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,1
2018,5,Mayo,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,1
2018,5,Mayo,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,III - Gestión de Prestaciones,Telefónico,1
2018,5,Mayo,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturación y Gestión de Deudas,Correo Postal,1
2018,5,Mayo,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturación y Gestión de Deudas,Personal,1
2018,5,Mayo,Centro Regional Mar Del Plata,COMPAÑÍA DE GAS DE LA COSTA S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,1
2018,5,Mayo,Centro Regional Noroeste,GASNOR S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,1
2018,5,Mayo,Centro Regional Noroeste,GASNOR S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,1
2018,5,Mayo,Centro Regional Noroeste,GASNOR S.A.,I   - Facturación y Gestión de Deudas,Personal,1
2018,5,Mayo,Centro Regional Noroeste,GASNOR S.A.,I   - Facturación y Gestión de Deudas,Telefónico,1
2018,5,Mayo,Centro Regional Río Gallegos,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,1
2018,5,Mayo,Centro Regional Río Gallegos,DISTRIGAS S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,1
2018,5,Mayo,Centro Regional Río Grande,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Personal,6
2018,5,Mayo,Centro Regional Río Grande,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,1
2018,5,Mayo,Centro Regional Río Grande,CAMUZZI GAS DEL SUR S.A.,III - Gestión de Prestaciones,Personal,1
2018,5,Mayo,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,2
2018,5,Mayo,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Personal,2
2018,5,Mayo,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,4
2018,5,Mayo,Centro Regional Rosario,LITORAL GAS S.A.,III - Gestión de Prestaciones,Personal,2
2018,5,Mayo,Centro Regional Rosario,LITORAL GAS S.A.,I   - Facturación y Gestión de Deudas,Correo Postal,1
2018,5,Mayo,Centro Regional Rosario,LITORAL GAS S.A.,I   - Facturación y Gestión de Deudas,Telefónico,3
2018,5,Mayo,Centro Regional Rosario,SBD COOPERATIVA SETÚBAL LTDA.,II  - Inconvenientes con el suministro de gas,Telefónico,1
2018,5,Mayo,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2018,5,Mayo,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,1
2018,5,Mayo,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestión de Prestaciones,Telefónico,1
2018,5,Mayo,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturación y Gestión de Deudas,Telefónico,6
2018,5,Mayo,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,1
2018,5,Mayo,Centro Regional Santa Rosa,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,4
2018,5,Mayo,Centro Regional Santa Rosa,CAMUZZI GAS PAMPEANA S.A.,I   - Facturación y Gestión de Deudas,Telefónico,1
2018,5,Mayo,Centro Regional Sur,HIDENESA,II  - Inconvenientes con el suministro de gas,Telefónico,1
2018,5,Mayo,Centro Regional Trelew,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,2
2018,5,Mayo,Centro Regional Tucumán,GASNOR S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,16
2018,5,Mayo,Centro Regional Tucumán,GASNOR S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,2
2018,5,Mayo,Centro Regional Tucumán,GASNOR S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,1
2018,5,Mayo,Centro Regional Tucumán,GASNOR S.A.,I   - Facturación y Gestión de Deudas,Telefónico,2
2018,5,Mayo,Centro Regional Tucumán,GASNOR S.A.,I   - Facturación y Gestión de Deudas,Correo Postal,1
2018,5,Mayo,Centro Regional Tucumán,GASNOR S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,1
2018,5,Mayo,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,41
2018,5,Mayo,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,182
2018,5,Mayo,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2018,5,Mayo,Sede Central,GAS NATURAL BAN S.A.,III - Gestión de Prestaciones,Telefónico,4
2018,5,Mayo,Sede Central,GAS NATURAL BAN S.A.,III - Gestión de Prestaciones,Personal,2
2018,5,Mayo,Sede Central,GAS NATURAL BAN S.A.,III - Gestión de Prestaciones,Correo Postal,2
2018,5,Mayo,Sede Central,GAS NATURAL BAN S.A.,III - Gestión de Prestaciones,Medio electrónico,17
2018,5,Mayo,Sede Central,GAS NATURAL BAN S.A.,I   - Facturación y Gestión de Deudas,Telefónico,23
2018,5,Mayo,Sede Central,GAS NATURAL BAN S.A.,I   - Facturación y Gestión de Deudas,Personal,1
2018,5,Mayo,Sede Central,GAS NATURAL BAN S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,7
2018,5,Mayo,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,77
2018,5,Mayo,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,5
2018,5,Mayo,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,153
2018,5,Mayo,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Personal,17
2018,5,Mayo,Sede Central,METROGAS S.A.,III - Gestión de Prestaciones,Personal,3
2018,5,Mayo,Sede Central,METROGAS S.A.,III - Gestión de Prestaciones,Telefónico,9
2018,5,Mayo,Sede Central,METROGAS S.A.,III - Gestión de Prestaciones,Medio electrónico,25
2018,5,Mayo,Sede Central,METROGAS S.A.,III - Gestión de Prestaciones,Correo Postal,6
2018,5,Mayo,Sede Central,METROGAS S.A.,I   - Facturación y Gestión de Deudas,Telefónico,24
2018,5,Mayo,Sede Central,METROGAS S.A.,I   - Facturación y Gestión de Deudas,Medio electrónico,21
2018,5,Mayo,Sede Central,METROGAS S.A.,I   - Facturación y Gestión de Deudas,Correo Postal,1
2018,5,Mayo,Sede Central,METROGAS S.A.,I   - Facturación y Gestión de Deudas,Correo Postal,6
2018,5,Mayo,Sede Central,METROGAS S.A.,I   - Facturación y Gestión de Deudas,Personal,12
2018,6,Junio,Centro Regional Bahía Blanca,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2018,6,Junio,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,4
2018,6,Junio,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,I   - Facturación y Gestión de Deudas,Correo Postal,1
2018,6,Junio,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2018,6,Junio,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Medio electrónico,5
2018,6,Junio,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Telefónico,2
